rank,company,industry,revenue,employees,ticker,marketCap,sector,country,exchange,currency
7,Ford Motor Company,Motor Vehicles & Parts,146277.0,,F,,,,,
8,AT&T Inc.,Telecommunications,124028.0,,ATT.L,,,,,
10,Valero Energy Corporation,Petroleum Refining,118298.0,,VLO,,,,,
11,Bank of America Corporation,Commercial Banks,113106.0,,BAC,,,,,
12,"Citigroup, Inc.",Commercial Banks,112372.0,,C,,,,,
14,International Business Machines Corporation,Information Technology Services,103630.0,,IBM,,,,,
15,McKesson Corporation,Wholesalers: Health Care,101703.0,,MCK,,,,,
16,J.P. Morgan Chase & Co.,Commercial Banks,101491.0,,JPM,,,,,
17,Verizon Communications Inc.,Telecommunications,97354.0,,VZ,,,,,
18,"Cardinal Health, Inc.",Wholesalers: Health Care,91091.4,,CAH,,,,,
19,CVS Caremark Corporation,Food & Drug Stores,87471.9,,CVS,,,,,
21,UnitedHealth Group Incorporated,Health Care: Insurance and Managed Care,81186.0,,UNH,,,,,
22,The Kroger Company,Food & Drug Stores,76000.0,,KR,,,,,
24,Costco Wholesale Corporation,Specialty Retailers,72483.0,,COST,,,,,
25,"The Home Depot, Inc.",Specialty Retailers,71288.0,,THD,,,,,
28,Target Corporation,General Merchandisers,64948.0,,TGT,,,,,
29,Johnson & Johnson,Pharmaceuticals,63747.0,,JNJ,,,,,
30,Morgan Stanley,Commercial Banks,62262.0,,MS,,,,,
34,The Boeing Company,Aerospace & Defense,60909.0,,BA,,,,,
35,Microsoft Corporation,Computer Software,60420.0,,MSFT,,,,,
38,The Dow Chemical Company,Chemicals,57514.0,,TDC,,,,,
39,"MetLife, Inc.","Insurance: Life, Health (Stock)",55085.0,,MET,,,,,
40,"The Goldman Sachs Group, Inc.",Commercial Banks,53579.0,,TGS,,,,,
41,Wells Fargo & Company,Commercial Banks,51652.0,,WFC,,,,,
43,"United Parcel Service, Inc.","Mail, Package, and Freight Delivery",51486.0,,UPS,,,,,
44,Caterpillar Inc.,Construction and Farm Machinery,51324.0,,CAT,,,,,
46,Pfizer Inc.,Pharmaceuticals,48296.0,,PFIZER.NS,,,,,
47,"Lowe's Companies, Inc.",Specialty Retailers,48230.0,,LOW,,,,,
48,Time Warner Inc.,Entertainment,46984.0,,T,,,,,
49,Sears Holdings Corporation,General Merchandisers,46770.0,,SRSCQ,,,,,
52,"PepsiCo, Inc.",Food Consumer Products,43251.0,,PEP,,,,,
53,Kraft Foods Inc.,Food Consumer Products,42867.0,,1959.T,,,,,
54,Lockheed Martin Corporation,Aerospace & Defense,42731.0,,LMT,,,,,
56,Best Buy Co. Inc.,Specialty Retailers,40023.0,,BBY,,,,,
57,"Cisco Systems, Inc.",Network and Other Communications Equipment,39540.0,,CSCO,,,,,
58,"Johnson Controls, Inc.",Motor Vehicles & Parts,38062.0,,JCI,,,,,
59,FedEx Corporation,"Mail, Package, and Freight Delivery",37953.0,,FDX,,,,,
60,The Walt Disney Company,Entertainment,37843.0,,DIS,,,,,
61,Intel Corporation,Semiconductors and Other Electronic Components,37586.0,,INTC,,,,,
62,Sysco Corporation,Wholesalers: Food and Grocery,37522.1,,SYY,,,,,
63,Honeywell International Inc.,Aerospace & Defense,36556.0,,HON,,,,,
64,Sprint Nextel Corporation,Telecommunications,35635.0,,SIX.AX,,,,,
68,Comcast Corporation,Telecommunications,34256.0,,CMCSA,,,,,
69,Northrop Grumman Corporation,Aerospace & Defense,33940.0,,NOC,,,,,
74,American Express Company,Commercial Banks,31877.0,,AXP,,,,,
78,"Motorola, Inc.",Network and Other Communications Equipment,30146.0,,MSI,,,,,
79,"Plains All American Pipeline, L.P.",Pipelines,30061.0,,PAA,,,,,
80,Abbott Laboratories,Pharmaceuticals,29527.6,,ABT,,,,,
81,The Allstate Corporation,Insurance: Property and Casualty (Stock),29394.0,,ALL,,,,,
83,General Dynamics Corporation,Aerospace & Defense,29302.0,,GD,,,,,
84,"Prudential Financial, Inc.","Insurance: Life, Health (Stock)",29275.0,,PRU,,,,,
86,Liberty Mutual Holding Company Inc.,Insurance: Property and Casualty (Stock),28855.0,,LBTYA,,,,,
87,Deere & Company,Construction and Farm Machinery,28437.6,,DE,,,,,
89,"Tyson Foods, Inc.",Food Production,28130.0,,TSN,,,,,
90,"Alcoa, Inc.",Metals,28119.0,,AA,,,,,
92,Murphy Oil Corporation,Petroleum Refining,27512.5,,MUR,,,,,
93,Philip Morris International Inc.,Tobacco,25705.0,,PM,,,,,
95,3M Company,zMiscellaneous,25269.0,,MMM,,,,,
97,International Paper Company,Forest and Paper Products,24829.0,,IP,,,,,
99,"The Travelers Companies, Inc.",Insurance: Property and Casualty (Stock),24477.0,,TTC,,,,,
1,Walmart,General Merchandisers,485873.0,2300000.0,WMT,,,,,
3,Apple,"Computers, Office Equipment",215639.0,116000.0,APLE,,,,,
4,Exxon Mobil,Petroleum Refining,205004.0,72700.0,XOM,,,,,
5,McKesson,Wholesalers: Health Care,192487.0,68000.0,MCK,,,,,
6,UnitedHealth Group,Health Care: Insurance and Managed Care,184840.0,230000.0,UNH,,,,,
7,CVS Health,Health Care: Pharmacy and Other Services,177526.0,204000.0,CVS,,,,,
8,General Motors,Motor Vehicles & Parts,166380.0,225000.0,GM,,,,,
9,AT&T,Telecommunications,163786.0,268540.0,ATT.L,,,,,
10,Ford Motor,Motor Vehicles & Parts,151800.0,201000.0,F,,,,,
13,General Electric,Industrial Machinery,126661.0,295000.0,GE,,,,,
14,Verizon Communications,Telecommunications,125980.0,160900.0,VZ,,,,,
15,Cardinal Health,Wholesalers: Health Care,121546.0,37300.0,CAH,,,,,
16,Costco,General Merchandisers,118719.0,172000.0,COST,,,,,
18,Kroger,Food & Drug Stores,115337.0,443000.0,KR,,,,,
19,Chevron,Petroleum Refining,107567.0,55200.0,CVX,,,,,
20,Fannie Mae,Diversified Financials,107162.0,7000.0,FNMA,,,,,
22,Express Scripts Holding,Health Care: Pharmacy and Other Services,100288.0,25600.0,ESH.BE,,,,,
23,Home Depot,Specialty Retailers: Other,94595.0,406000.0,HD,,,,,
24,Boeing,Aerospace & Defense,94571.0,150540.0,BA,,,,,
25,Wells Fargo,Commercial Banks,94176.0,269100.0,WFC,,,,,
26,Bank of America Corp.,Commercial Banks,93662.0,208024.0,BAC,,,,,
27,Alphabet,Internet Services and Retailing,90272.0,72053.0,GOOGL,,,,,
28,Microsoft,Computer Software,85320.0,114000.0,MSFT,,,,,
30,Citigroup,Commercial Banks,82386.0,219000.0,C,,,,,
31,Comcast,Telecommunications,80403.0,159000.0,CMCSA,,,,,
32,IBM,Information Technology Services,79919.0,414400.0,IBM,,,,,
34,Phillips 66,Petroleum Refining,72396.0,14800.0,PSX,,,,,
35,Johnson & Johnson,Pharmaceuticals,71890.0,126400.0,JNJ,,,,,
36,Procter & Gamble,Household and Personal Products,71726.0,105000.0,PG,,,,,
37,Valero Energy,Petroleum Refining,70166.0,9996.0,VLO,,,,,
38,Target,General Merchandisers,69495.0,323000.0,TGT,,,,,
39,Freddie Mac,Diversified Financials,65665.0,5982.0,FMCC,,,,,
40,Lowe's,Specialty Retailers: Other,65017.0,240000.0,X1G.PA,,,,,
41,Dell Technologies,"Computers, Office Equipment",64806.0,138000.0,DELL,,,,,
42,MetLife,"Insurance: Life, Health (Stock)",63476.0,58000.0,MET,,,,,
44,PepsiCo,Food Consumer Products,62799.0,264000.0,PEP,,,,,
45,Archer Daniels Midland,Food Production,62346.0,31800.0,ADM,,,,,
46,UPS,"Mail, Package, and Freight Delivery",60906.0,335520.0,UPS,,,,,
47,Intel,Semiconductors and Other Electronic Components,59387.0,106000.0,INTC,,,,,
48,Prudential Financial,"Insurance: Life, Health (Stock)",58779.0,49739.0,PRU,,,,,
51,Marathon Petroleum,Petroleum Refining,55858.0,44460.0,MPC,,,,,
53,Humana,Health Care: Insurance and Managed Care,54379.0,51600.0,HUM.ST,,,,,
54,Pfizer,Pharmaceuticals,52824.0,96500.0,PFIZER.NS,,,,,
55,AIG,Insurance: Property and Casualty (Stock),52367.0,56400.0,AIG,,,,,
56,Lockheed Martin,Aerospace & Defense,50658.0,97000.0,LMT,,,,,
57,Sysco,Wholesalers: Food and Grocery,50367.0,51900.0,SYY,,,,,
58,FedEx,"Mail, Package, and Freight Delivery",50365.0,335767.0,FDX,,,,,
60,Cisco Systems,Network and Other Communications Equipment,49247.0,73700.0,CSCO,,,,,
61,HP,"Computers, Office Equipment",48238.0,49000.0,HP,,,,,
65,New York Life Insurance,"Insurance: Life, Health (Mutual)",40787.0,11320.0,601336.SS,,,,,
66,Centene,Health Care: Insurance and Managed Care,40721.0,30500.0,CNC,,,,,
67,American Airlines Group,Airlines,40180.0,122300.0,AAL,,,,,
69,Merck,Pharmaceuticals,39807.0,68000.0,MRK,,,,,
70,Cigna,Health Care: Insurance and Managed Care,39668.0,41000.0,CI,,,,,
71,Delta Air Lines,Airlines,39639.0,83756.0,DAL,,,,,
72,Best Buy,Specialty Retailers: Other,39403.0,125000.0,BBY,,,,,
73,Honeywell International,"Electronics, Electrical Equipment",39302.0,131000.0,HON,,,,,
74,Caterpillar,Construction and Farm Machinery,38537.0,95400.0,CAT,,,,,
76,Morgan Stanley,Commercial Banks,37949.0,55311.0,MS,,,,,
78,Goldman Sachs Group,Commercial Banks,37712.0,34400.0,GS,,,,,
79,Energy Transfer Equity,Pipelines,37504.0,30992.0,ET,,,,,
80,TIAA,"Insurance: Life, Health (Mutual)",37105.0,12997.0,TILIX,,,,,
81,Oracle,Computer Software,37047.0,136000.0,ORCL,,,,,
82,Tyson Foods,Food Production,36881.0,114000.0,TSN,,,,,
83,United Continental Holdings,Airlines,36556.0,88000.0,UAL,,,,,
84,Allstate,Insurance: Property and Casualty (Stock),36534.0,43275.0,ALL,,,,,
86,American Express,Diversified Financials,33823.0,56400.0,AXP,,,,,
87,TJX,Specialty Retailers: Apparel,33184.0,235000.0,TJX,,,,,
88,Nike,Apparel,32376.0,70700.0,NKE,,,,,
89,Exelon,Utilities: Gas and Electric,31360.0,34396.0,EXC,,,,,
90,General Dynamics,Aerospace & Defense,31353.0,98800.0,GD,,,,,
94,3M,Miscellaneous,30109.0,91584.0,MMM,,,,,
96,Charter Communications,Telecommunications,29003.0,91500.0,CHTR,,,,,
97,Northwestern Mutual,"Insurance: Life, Health (Mutual)",28799.0,5646.0,NWE,,,,,
100,Capital One Financial,Commercial Banks,27519.0,47300.0,COF,,,,,
1,"Wal-Mart Stores, Inc.",General Merchandisers,408214.0,,WMT,,,,,
2,Exxon Mobil Corporation,Petroleum Refining,284650.0,,XOM,,,,,
3,Chevron Corporation,Petroleum Refining,163527.0,,CVX,,,,,
4,General Electric Company,Diversified Financials,156779.0,,GE,,,,,
5,Bank of America Corporation,Commercial Banks,150450.0,,BAC,,,,,
6,ConocoPhillips,Petroleum Refining,139515.0,,COP,,,,,
7,AT&T Inc.,Telecommunications,123018.0,,ATT.L,,,,,
8,Ford Motor Company,Motor Vehicles & Parts,118308.0,,F,,,,,
9,J.P. Morgan Chase & Co.,Commercial Banks,115632.0,,JPM,,,,,
12,"Citigroup, Inc.",Commercial Banks,108785.0,,C,,,,,
13,Verizon Communications Inc.,Telecommunications,107808.0,,VZ,,,,,
14,McKesson Corporation,Wholesalers: Health Care,106632.0,,MCK,,,,,
16,"American International Group,Inc.",Insurance: Property and Casualty (Stock),103189.0,,AIG,,,,,
17,"Cardinal Health, Inc.",Wholesalers: Health Care,99612.9,,CAH,,,,,
18,CVS Caremark Corporation,Food & Drug Stores,98729.0,,CVS,,,,,
19,Wells Fargo & Company,Commercial Banks,98636.0,,WFC,,,,,
20,International Business Machines Corporation,Information Technology Services,95758.0,,IBM,,,,,
21,UnitedHealth Group Incorporated,Health Care: Insurance and Managed Care,87138.0,,UNH,,,,,
23,The Kroger Company,Food & Drug Stores,76733.2,,KR,,,,,
25,Costco Wholesale Corporation,Specialty Retailers,71422.0,,COST,,,,,
26,Valero Energy Corporation,Petroleum Refining,70035.0,,VLO,,,,,
28,The Boeing Company,Aerospace & Defense,68281.0,,BA,,,,,
29,"The Home Depot, Inc.",Specialty Retailers,66176.0,,THD,,,,,
30,Target Corporation,General Merchandisers,65357.0,,TGT,,,,,
33,Johnson & Johnson,Pharmaceuticals,61897.0,,JNJ,,,,,
36,Microsoft Corporation,Computer Software,58437.0,,MSFT,,,,,
39,"The Goldman Sachs Group, Inc.",Commercial Banks,51673.0,,TGS,,,,,
40,Pfizer Inc.,Pharmaceuticals,50009.0,,PFIZER.NS,,,,,
42,"Lowe's Companies, Inc.",Specialty Retailers,47220.0,,LOW,,,,,
43,"United Parcel Service, Inc.","Mail, Package, and Freight Delivery",45297.0,,UPS,,,,,
44,Lockheed Martin Corporation,Aerospace & Defense,45189.0,,LMT,,,,,
45,Best Buy Co. Inc.,Specialty Retailers,45015.0,,BBY,,,,,
46,The Dow Chemical Company,Chemicals,44945.0,,TDC,,,,,
48,Sears Holdings Corporation,General Merchandisers,44043.0,,SRSCQ,,,,,
50,"PepsiCo, Inc.",Food Consumer Products,43232.0,,PEP,,,,,
51,"MetLife, Inc.","Insurance: Life, Health (Stock)",41098.0,,MET,,,,,
53,Kraft Foods Inc.,Food Consumer Products,40386.0,,1959.T,,,,,
54,Freddie Mac,Diversified Financials,37614.0,,FMCC,,,,,
55,Sysco Corporation,Wholesalers: Food and Grocery,36853.3,,SYY,,,,,
57,The Walt Disney Company,Entertainment,36149.0,,DIS,,,,,
58,"Cisco Systems, Inc.",Network and Other Communications Equipment,36117.0,,CSCO,,,,,
59,Comcast Corporation,Telecommunications,35756.0,,CMCSA,,,,,
60,FedEx Corporation,"Mail, Package, and Freight Delivery",35497.0,,FDX,,,,,
61,Northrop Grumman Corporation,Aerospace & Defense,35291.0,,NOC,,,,,
62,Intel Corporation,Semiconductors and Other Electronic Components,35127.0,,INTC,,,,,
65,"Prudential Financial, Inc.","Insurance: Life, Health (Stock)",32688.0,,PRU,,,,,
66,Caterpillar Inc.,Construction and Farm Machinery,32396.0,,CAT,,,,,
67,Sprint Nextel Corporation,Telecommunications,32260.0,,SIX.AX,,,,,
68,The Allstate Corporation,Insurance: Property and Casualty (Stock),32013.0,,ALL,,,,,
69,General Dynamics Corporation,Aerospace & Defense,31981.0,,GD,,,,,
70,Morgan Stanley,Commercial Banks,31515.0,,MS,,,,,
71,Liberty Mutual Holding Company Inc.,Insurance: Property and Casualty (Stock),31094.0,,LBTYA,,,,,
74,Honeywell International Inc.,Aerospace & Defense,30908.0,,HON,,,,,
75,Abbott Laboratories,Pharmaceuticals,30764.7,,ABT,,,,,
81,Fannie Mae,Diversified Financials,29065.0,,FNMA,,,,,
82,Time Warner Inc.,Entertainment,28842.0,,T,,,,,
83,"Johnson Controls, Inc.",Motor Vehicles & Parts,28497.0,,JCI,,,,,
84,"Delta Air Lines, Inc.",Airlines,28063.0,,DAL,,,,,
85,"Merck & Co., Inc.",Pharmaceuticals,27428.3,,MRK,,,,,
87,"Tyson Foods, Inc.",Food Production,27165.0,,TSN,,,,,
88,American Express Company,Commercial Banks,26730.0,,AXP,,,,,
93,Massachusetts Financial Group,"Insurance: Life, Health (Mutual)",25423.6,,MFG.AX,,,,,
94,Philip Morris International Inc.,Tobacco,25035.0,,PM,,,,,
97,The Hartford Financial Services Group Inc.,Insurance: Property and Casualty (Stock),24701.0,,HFF.BE,,,,,
98,"The Travelers Companies, Inc.",Insurance: Property and Casualty (Stock),24680.0,,TTC,,,,,
1,Walmart,General Merchandisers,514405.0,2200000.0,WMT,,,,,
2,Exxon Mobil,Petroleum Refining,290212.0,71000.0,XOM,,,,,
3,Apple,"Computers, Office Equipment",265595.0,132000.0,APLE,,,,,
6,UnitedHealth Group,Health Care: Insurance and Managed Care,226247.0,300000.0,UNH,,,,,
7,McKesson,Wholesalers: Health Care,208357.0,68000.0,MCK,,,,,
8,CVS Health,Health Care: Pharmacy and Other Services,194579.0,295000.0,CVS,,,,,
9,AT&T,Telecommunications,170756.0,268220.0,ATT.L,,,,,
11,Chevron,Petroleum Refining,166339.0,48600.0,CVX,,,,,
12,Ford Motor,Motor Vehicles & Parts,160338.0,199000.0,F,,,,,
13,General Motors,Motor Vehicles & Parts,147049.0,173000.0,GM,,,,,
14,Costco Wholesale,General Merchandisers,141576.0,194000.0,COST,,,,,
15,Alphabet,Internet Services and Retailing,136819.0,98771.0,GOOGL,,,,,
16,Cardinal Health,Wholesalers: Health Care,136809.0,50200.0,CAH,,,,,
18,JPMorgan Chase,Commercial Banks,131412.0,256105.0,JPM,,,,,
19,Verizon Communications,Telecommunications,130863.0,144500.0,VZ,,,,,
20,Kroger,Food & Drug Stores,121162.0,453000.0,KR,,,,,
21,General Electric,Industrial Machinery,120268.0,283000.0,GE,,,,,
22,Fannie Mae,Diversified Financials,120101.0,7400.0,FNMA,,,,,
23,Phillips 66,Petroleum Refining,114217.0,14200.0,PSX,,,,,
24,Valero Energy,Petroleum Refining,111407.0,10261.0,VLO,,,,,
25,Bank of America,Commercial Banks,110584.0,204489.0,BAC,,,,,
26,Microsoft,Computer Software,110360.0,131000.0,MSFT,,,,,
27,Home Depot,Specialty Retailers: Other,108203.0,413000.0,HD,,,,,
28,Boeing,Aerospace & Defense,101127.0,153000.0,BA,,,,,
29,Wells Fargo,Commercial Banks,101060.0,258700.0,WFC,,,,,
30,Citigroup,Commercial Banks,97120.0,204000.0,C,,,,,
31,Marathon Petroleum,Petroleum Refining,97102.0,60350.0,MPC,,,,,
32,Comcast,Telecommunications,94507.0,184000.0,CMCSA,,,,,
34,Dell Technologies,"Computers, Office Equipment",90621.0,157000.0,DELL,,,,,
37,Johnson & Johnson,Pharmaceuticals,81581.0,135100.0,JNJ,,,,,
38,IBM,Information Technology Services,79591.0,381100.0,IBM,,,,,
39,Target,General Merchandisers,75356.0,360000.0,TGT,,,,,
40,Freddie Mac,Diversified Financials,73598.0,6621.0,FMCC,,,,,
41,United Parcel Service,"Mail, Package, and Freight Delivery",71861.0,364575.0,UPS,,,,,
42,Lowe's,Specialty Retailers: Other,71309.0,245000.0,X1G.PA,,,,,
43,Intel,Semiconductors and Other Electronic Components,70848.0,107400.0,INTC,,,,,
44,MetLife,"Insurance: Life, Health (Stock)",67941.0,48000.0,MET,,,,,
45,Procter & Gamble,Household and Personal Products,66832.0,92000.0,PG,,,,,
47,FedEx,"Mail, Package, and Freight Delivery",65450.0,359000.0,FDX,,,,,
48,PepsiCo,Food Consumer Products,64661.0,267000.0,PEP,,,,,
49,Archer Daniels Midland,Food Production,64341.0,31600.0,ADM,,,,,
50,Prudential Financial,"Insurance: Life, Health (Stock)",62992.0,50492.0,PRU,,,,,
51,Centene,Health Care: Insurance and Managed Care,60116.0,47300.0,CNC,,,,,
53,Walt Disney,Entertainment,59434.0,201000.0,DIS,,,,,
54,Sysco,Wholesalers: Food and Grocery,58727.0,67000.0,SYY,,,,,
55,HP,"Computers, Office Equipment",58472.0,55000.0,HP,,,,,
56,Humana,Health Care: Insurance and Managed Care,56912.0,41600.0,HUM.ST,,,,,
58,Caterpillar,Construction and Farm Machinery,54722.0,104000.0,CAT,,,,,
59,Energy Transfer,Pipelines,54436.0,11768.0,ET,,,,,
60,Lockheed Martin,Aerospace & Defense,53762.0,105000.0,LMT,,,,,
61,Pfizer,Pharmaceuticals,53647.0,92400.0,PFIZER.NS,,,,,
62,Goldman Sachs Group,Commercial Banks,52528.0,36600.0,GS,,,,,
63,Morgan Stanley,Commercial Banks,50193.0,60348.0,MS,,,,,
64,Cisco Systems,Network and Other Communications Equipment,49330.0,74200.0,CSCO,,,,,
65,Cigna,Health Care: Insurance and Managed Care,48650.0,73800.0,CI,,,,,
66,AIG,Insurance: Property and Casualty (Stock),47389.0,49600.0,AIG,,,,,
67,HCA Healthcare,Health Care: Medical Facilities,46677.0,229000.0,HCA,,,,,
68,American Airlines Group,Airlines,44541.0,128900.0,AAL,,,,,
69,Delta Air Lines,Airlines,44438.0,88680.0,DAL,,,,,
70,Charter Communications,Telecommunications,43634.0,98000.0,CHTR,,,,,
71,New York Life Insurance,"Insurance: Life, Health (Mutual)",43425.0,11388.0,601336.SS,,,,,
72,American Express,Diversified Financials,43281.0,59000.0,AXP,,,,,
74,Best Buy,Specialty Retailers: Other,42879.0,125000.0,BBY,,,,,
76,Merck,Pharmaceuticals,42294.0,69000.0,MRK,,,,,
77,Honeywell International,"Electronics, Electrical Equipment",41802.0,114000.0,HON,,,,,
78,United Continental Holdings,Airlines,41303.0,92000.0,UAL,,,,,
79,TIAA,"Insurance: Life, Health (Mutual)",41052.0,17643.0,TILIX,,,,,
80,Tyson Foods,Food Production,40052.0,121000.0,TSN,,,,,
81,Oracle,Computer Software,39831.0,137000.0,ORCL,,,,,
82,Allstate,Insurance: Property and Casualty (Stock),39815.0,45420.0,ALL,,,,,
83,World Fuel Services,Energy,39750.0,5000.0,WFK.BE,,,,,
85,TJX,Specialty Retailers: Apparel,38973.0,270000.0,TJX,,,,,
86,ConocoPhillips,"Mining, Crude-Oil Production",38727.0,10800.0,COP,,,,,
87,Deere,Construction and Farm Machinery,37358.0,74413.0,DE,,,,,
89,Enterprise Products Partners,Pipelines,36534.0,7000.0,EPD,,,,,
90,Nike,Apparel,36397.0,73100.0,NKE,,,,,
92,General Dynamics,Aerospace & Defense,36193.0,105600.0,GD,,,,,
93,Exelon,Utilities: Gas and Electric,35985.0,33383.0,EXC,,,,,
94,Plains GP Holdings,Pipelines,34055.0,4900.0,PAGP,,,,,
95,3M,Miscellaneous,32765.0,93516.0,MMM,,,,,
96,AbbVie,Pharmaceuticals,32753.0,30000.0,ABBV,,,,,
97,CHS,Food Production,32683.0,10495.0,CHS.V,,,,,
98,Capital One Financial,Commercial Banks,32377.0,47600.0,COF,,,,,
99,Progressive,Insurance: Property and Casualty (Stock),31979.0,37346.0,PGR,,,,,
1,Walmart,General Merchandisers,559151.0,2300000.0,WMT,,,,,
2,Amazon,Internet Services and Retailing,386064.0,1298000.0,AMZN,,,,,
3,Apple,"Computers, Office Equipment",274515.0,147000.0,APLE,,,,,
4,CVS Health,Health Care: Pharmacy and Other Services,268706.0,256500.0,CVS,,,,,
5,UnitedHealth Group,Health Care: Insurance and Managed Care,257141.0,330000.0,UNH,,,,,
7,McKesson,Wholesalers: Health Care,231051.0,70000.0,MCK,,,,,
9,Alphabet,Internet Services and Retailing,182527.0,135301.0,GOOGL,,,,,
10,Exxon Mobil,Petroleum Refining,181502.0,72000.0,XOM,,,,,
11,AT&T,Telecommunications,171760.0,230760.0,ATT.L,,,,,
12,Costco Wholesale,General Merchandisers,166761.0,214500.0,COST,,,,,
13,Cigna,Health Care: Pharmacy and Other Services,160401.0,72963.0,CI,,,,,
14,Cardinal Health,Wholesalers: Health Care,152922.0,48000.0,CAH,,,,,
15,Microsoft,Computer Software,143015.0,163000.0,MSFT,,,,,
17,Kroger,Food & Drug Stores,132498.0,465000.0,KR,,,,,
18,Home Depot,Specialty Retailers: Other,132110.0,504800.0,HD,,,,,
19,JPMorgan Chase,Commercial Banks,129503.0,255351.0,JPM,,,,,
20,Verizon Communications,Telecommunications,128292.0,132200.0,VZ,,,,,
21,Ford Motor,Motor Vehicles & Parts,127144.0,186000.0,F,,,,,
22,General Motors,Motor Vehicles & Parts,122485.0,155000.0,GM,,,,,
23,Elevance Health,Health Care: Insurance and Managed Care,121867.0,83400.0,ELV,,,,,
24,Centene,Health Care: Insurance and Managed Care,111115.0,71300.0,CNC,,,,,
25,Fannie Mae,Diversified Financials,106437.0,7700.0,FNMA,,,,,
26,Comcast,Telecommunications,103564.0,168000.0,CMCSA,,,,,
27,Chevron,Petroleum Refining,94692.0,47736.0,CVX,,,,,
28,Dell Technologies,"Computers, Office Equipment",94224.0,158000.0,DELL,,,,,
29,Bank of America,Commercial Banks,93753.0,212505.0,BAC,,,,,
30,Target,General Merchandisers,93561.0,409000.0,TGT,,,,,
31,Lowe's,Specialty Retailers: Other,89597.0,280000.0,X1G.PA,,,,,
32,Marathon Petroleum,Petroleum Refining,88952.0,57900.0,MPC,,,,,
33,Citigroup,Commercial Banks,88839.0,210153.0,C,,,,,
34,Meta Platforms,Internet Services and Retailing,85965.0,58604.0,META,,,,,
35,UPS,"Mail, Package, and Freight Delivery",84628.0,408255.0,UPS,,,,,
36,Johnson & Johnson,Pharmaceuticals,82584.0,134500.0,JNJ,,,,,
37,Wells Fargo,Commercial Banks,80303.0,268531.0,WFC,,,,,
38,General Electric,Industrial Machinery,79619.0,184000.0,GE,,,,,
40,Intel,Semiconductors and Other Electronic Components,77867.0,110600.0,INTC,,,,,
41,Humana,Health Care: Insurance and Managed Care,77155.0,48700.0,HUM.ST,,,,,
42,IBM,Information Technology Services,73620.0,364800.0,IBM,,,,,
43,Procter & Gamble,Household and Personal Products,70950.0,99000.0,PG,,,,,
44,PepsiCo,Food Consumer Products,70372.0,291000.0,PEP,,,,,
45,FedEx,"Mail, Package, and Freight Delivery",69217.0,418000.0,FDX,,,,,
46,MetLife,"Insurance: Life, Health (Stock)",67842.0,46500.0,MET,,,,,
47,Freddie Mac,Diversified Financials,66228.0,6922.0,FMCC,,,,,
48,Phillips 66,Petroleum Refining,65494.0,14300.0,PSX,,,,,
49,Lockheed Martin,Aerospace & Defense,65398.0,114000.0,LMT,,,,,
50,Walt Disney,Entertainment,65388.0,203000.0,DIS,,,,,
51,Archer Daniels Midland,Food Production,64355.0,38332.0,ADM,,,,,
52,Albertsons,Food & Drug Stores,62455.0,270000.0,ACI,,,,,
53,Valero Energy,Petroleum Refining,60115.0,9964.0,VLO,,,,,
54,Boeing,Aerospace & Defense,58158.0,141000.0,BA,,,,,
55,Prudential Financial,"Insurance: Life, Health (Stock)",57033.0,41671.0,PRU,,,,,
56,HP,"Computers, Office Equipment",56639.0,53000.0,HP,,,,,
58,StoneX Group,Diversified Financials,54140.0,2950.0,SNEX,,,,,
59,Goldman Sachs Group,Commercial Banks,53498.0,40500.0,GS,,,,,
60,Sysco,Wholesalers: Food and Grocery,52893.0,57000.0,SYY,,,,,
61,Morgan Stanley,Commercial Banks,52047.0,68097.0,MS,,,,,
62,HCA Healthcare,Health Care: Medical Facilities,51533.0,235000.0,HCA,,,,,
63,Cisco Systems,Network and Other Communications Equipment,49301.0,77500.0,CSCO,,,,,
64,Charter Communications,Telecommunications,48097.0,96100.0,CHTR,,,,,
65,Merck,Pharmaceuticals,47994.0,73500.0,MRK,,,,,
66,Best Buy,Specialty Retailers: Other,47262.0,81600.0,BBY,,,,,
67,New York Life Insurance,"Insurance: Life, Health (Mutual)",46712.0,11506.0,601336.SS,,,,,
68,AbbVie,Pharmaceuticals,45804.0,47000.0,ABBV,,,,,
70,Allstate,Insurance: Property and Casualty (Stock),44791.0,42010.0,ALL,,,,,
71,Liberty Mutual Insurance Group,Insurance: Property and Casualty (Stock),43796.0,45000.0,LFG.AX,,,,,
72,AIG,Insurance: Property and Casualty (Stock),43736.0,45000.0,AIG,,,,,
73,Tyson Foods,Food Production,43185.0,139000.0,TSN,,,,,
74,Progressive,Insurance: Property and Casualty (Stock),42658.0,43326.0,PGR,,,,,
77,Pfizer,Pharmaceuticals,41908.0,78500.0,PFIZER.NS,,,,,
78,Caterpillar,Construction and Farm Machinery,41748.0,97300.0,CAT,,,,,
79,TIAA,"Insurance: Life, Health (Mutual)",41619.0,14953.0,TILIX,,,,,
80,Oracle,Computer Software,39068.0,135000.0,ORCL,,,,,
81,Energy Transfer,Pipelines,38954.0,11421.0,ET,,,,,
82,Dow,Chemicals,38542.0,35700.0,DOW,,,,,
83,American Express,Diversified Financials,38185.0,63700.0,AXP,,,,,
84,General Dynamics,Aerospace & Defense,37925.0,100700.0,GD,,,,,
85,Nike,Apparel,37403.0,75400.0,NKE,,,,,
